submission_id,timestamp,team,type,item,cost,order_number,vendor,amazon_link,vendor_link,notes,backorder,receipt_filename,status,order_placed,refund_amount,summary
4b366a02-a63b-4f52-9cb8-6375f6d6af4d,2026-04-06 21:15:55 UTC,Hit Happens,Non-Amazon,ESP32,9.9,,Digikey,,https://www.digikey.com/en/products/detail/seeed-technology-co-ltd/113991114/19285530?gclsrc=aw.ds&gad_source=1&gad_campaignid=20243136172&gbraid=0AAAAADrbLljw8ieXVg37NQSITJh7hjdXm&gclid=Cj0KCQjws83OBhD4ARIsACblj18nBABftZ9qG2QckrHux5DWEB56LqSgJjuFVrFzz9GHsYM6Dhum4scaAoAVEALw_wcB,,No,,Submitted,Yes,0.0,[Non-Amazon] Hit Happens — ESP32 | $9.90 | Vendor: Digikey | Product link submitted | Backorder: No
